session_date,client_id,traffic_source,device_type,session_duration_seconds,scrolled_down,clicked_download_syllabus
01/11/2024,3829061240,Organic Search,Desktop,8,0,0
01/09/2024,4474128001,Organic Search,Desktop,17,0,0
01/13/2024,9290656498,Organic Search,Mobile,114,1,0
01/09/2024,4543915804,Organic Search,Mobile,24,0,0
01/08/2024,2903843414,Direct,Desktop,10,0,0
01/14/2024,1163302599,Paid Ads,Mobile,31,0,0
01/12/2024,4445124530,Paid Ads,Desktop,10,0,0
01/11/2024,2664708840,Direct,Mobile,97,1,0
01/09/2024,9553807075,Direct,Mobile,15,0,0
01/12/2024,8862085622,Organic Search,Mobile,9,0,0
01/08/2024,5191848777,Organic Search,Mobile,89,1,0
01/14/2024,5339753922,Paid Ads,Desktop,16,0,0
01/10/2024,6414722372,Paid Ads,Mobile,1,0,0
01/13/2024,5122423513,Organic Search,Mobile,87,1,0
01/12/2024,9142461695,Paid Ads,Mobile,90,1,0
01/12/2024,1537874084,Organic Search,Mobile,10,0,0
01/10/2024,4952646304,Paid Ads,Desktop,6,0,0
01/12/2024,9998006728,Direct,Desktop,16,0,0
01/08/2024,1703016562,Direct,Mobile,22,0,0
01/15/2024,9282060755,Organic Search,Desktop,20,0,0
01/17/2024,5349577328,Organic Search,Desktop,1,0,0
01/20/2024,3336533423,Paid Ads,Mobile,31,0,0
01/18/2024,1949459966,Direct,Desktop,95,1,0
01/16/2024,8529882262,Organic Search,Mobile,17,0,0
01/18/2024,4126509325,Paid Ads,Mobile,8,0,0
01/19/2024,3943332565,Direct,Desktop,16,0,0
01/16/2024,2775610133,Direct,Mobile,16,0,0
01/17/2024,1402682910,Direct,Desktop,9,0,0
01/17/2024,4185629035,Organic Search,Desktop,16,0,0
01/20/2024,2193580420,Organic Search,Mobile,10,0,0
01/16/2024,8483327892,Organic Search,Desktop,11,0,0
01/15/2024,3313680265,Direct,Mobile,9,0,0
01/16/2024,8902585146,Direct,Mobile,78,1,0
01/19/2024,1047380430,Paid Ads,Desktop,3,0,0
01/15/2024,8553457588,Paid Ads,Desktop,16,0,0
01/21/2024,1535642809,Paid Ads,Mobile,19,0,0
01/21/2024,3847743717,Direct,Mobile,101,1,1
01/21/2024,1124860618,Direct,Desktop,19,0,0
01/17/2024,2665045421,Paid Ads,Desktop,21,0,0
01/16/2024,7384888344,Organic Search,Desktop,97,1,0
01/21/2024,7881163155,Paid Ads,Mobile,97,1,0
01/18/2024,3733706559,Direct,Mobile,17,0,0
01/20/2024,8281754775,Direct,Mobile,10,0,1
01/18/2024,9512492858,Direct,Desktop,21,0,0
01/21/2024,6890212670,Organic Search,Mobile,4,0,0
01/20/2024,3738270406,Organic Search,Mobile,7,0,1
01/19/2024,8504251004,Paid Ads,Desktop,94,1,1
01/18/2024,3429018612,Paid Ads,Mobile,90,1,1
01/16/2024,6004900098,Direct,Desktop,7,0,0
01/16/2024,3516035422,Direct,Desktop,23,0,0
01/18/2024,3996472517,Direct,Desktop,96,1,0
01/21/2024,4361163826,Direct,Mobile,95,1,0
01/16/2024,8957406243,Organic Search,Mobile,86,1,0
01/19/2024,2983127359,Direct,Desktop,84,1,0
01/15/2024,2869085589,Direct,Desktop,22,0,1
01/21/2024,4032328548,Direct,Desktop,18,0,0
01/19/2024,9200768418,Paid Ads,Mobile,23,0,0
01/20/2024,1030190180,Organic Search,Desktop,7,0,0
01/19/2024,6262295726,Paid Ads,Desktop,17,0,0
01/21/2024,5450821462,Direct,Desktop,91,1,1
01/20/2024,8923310296,Organic Search,Desktop,105,1,0
01/21/2024,4663992036,Paid Ads,Desktop,13,0,0
01/16/2024,2485717012,Organic Search,Desktop,21,0,1
01/15/2024,9961125446,Organic Search,Mobile,14,0,0
01/21/2024,8850634905,Paid Ads,Mobile,11,0,0
01/21/2024,9502106133,Paid Ads,Mobile,77,1,1
01/16/2024,6116125093,Organic Search,Mobile,19,0,0
01/17/2024,1786045372,Organic Search,Mobile,22,0,0
01/16/2024,8387378293,Direct,Mobile,9,0,0
01/20/2024,5211287703,Organic Search,Mobile,14,0,0
01/16/2024,7030039068,Direct,Mobile,6,0,0
01/16/2024,4400325543,Organic Search,Desktop,75,1,0
01/15/2024,3632386146,Organic Search,Desktop,1,0,0
01/16/2024,8932455521,Direct,Mobile,91,1,0
01/21/2024,1605416965,Organic Search,Desktop,16,0,0
01/15/2024,5713995082,Paid Ads,Mobile,19,0,0
01/18/2024,4218149031,Paid Ads,Mobile,17,0,0
01/17/2024,9495710819,Direct,Mobile,90,1,0
01/15/2024,5372043406,Organic Search,Mobile,91,1,0
01/20/2024,5989119091,Organic Search,Desktop,1,0,0
01/18/2024,8519325980,Paid Ads,Desktop,12,0,0
01/15/2024,1404379384,Paid Ads,Mobile,92,1,0
01/15/2024,2678165546,Paid Ads,Mobile,87,1,0
01/17/2024,2706740091,Paid Ads,Mobile,1,0,0
01/21/2024,5698849287,Organic Search,Mobile,25,0,0
01/20/2024,7217407292,Paid Ads,Mobile,6,0,0
01/19/2024,3568874203,Organic Search,Mobile,104,1,0
01/19/2024,4146644384,Direct,Desktop,25,0,0
01/15/2024,8975212819,Paid Ads,Desktop,22,0,0
01/16/2024,4114648221,Organic Search,Mobile,7,0,0
01/20/2024,9503100921,Direct,Desktop,5,0,0
01/18/2024,1126118083,Paid Ads,Mobile,17,0,0
01/16/2024,6195849370,Organic Search,Mobile,73,1,0
01/16/2024,5180967650,Direct,Mobile,8,0,0
01/20/2024,2273413897,Direct,Desktop,81,1,0
01/21/2024,2092304600,Paid Ads,Desktop,88,1,0
01/15/2024,6344399343,Direct,Desktop,15,0,0
01/15/2024,8383381408,Organic Search,Mobile,11,0,0
01/15/2024,4176864051,Paid Ads,Desktop,1,0,0
01/15/2024,2870481687,Organic Search,Mobile,1,0,0
01/19/2024,4462584940,Direct,Desktop,16,0,0
01/15/2024,6647536610,Organic Search,Mobile,10,0,1
01/19/2024,9920982143,Paid Ads,Mobile,73,1,0
01/19/2024,6842778255,Organic Search,Mobile,10,0,0
01/21/2024,2753662389,Paid Ads,Desktop,20,0,0
01/15/2024,9175933412,Paid Ads,Mobile,24,0,0
01/17/2024,4860520143,Paid Ads,Desktop,12,0,0
01/18/2024,4754775174,Paid Ads,Mobile,12,0,0
01/16/2024,6268766862,Paid Ads,Desktop,88,1,0
01/19/2024,7352557562,Paid Ads,Desktop,19,0,0
01/20/2024,9444951142,Organic Search,Desktop,4,0,0
01/20/2024,4605457180,Paid Ads,Mobile,16,0,0
01/18/2024,5811425204,Paid Ads,Mobile,19,0,0
01/20/2024,5493066504,Direct,Mobile,106,1,1
01/17/2024,9908796725,Organic Search,Desktop,20,0,0
01/20/2024,2419091581,Organic Search,Mobile,90,1,0
01/16/2024,5247844471,Paid Ads,Mobile,1,0,0
01/16/2024,2225312688,Paid Ads,Mobile,92,1,0
01/19/2024,7757483988,Paid Ads,Mobile,8,0,0
01/15/2024,4167820788,Paid Ads,Desktop,7,0,0
01/21/2024,1140212104,Paid Ads,Mobile,15,0,0
01/17/2024,1107983879,Paid Ads,Desktop,18,0,0
01/19/2024,9943011239,Paid Ads,Mobile,26,0,0
01/17/2024,6002883891,Paid Ads,Mobile,11,0,0
01/15/2024,3747084979,Organic Search,Mobile,11,0,0
01/20/2024,5169409091,Paid Ads,Mobile,24,0,0
01/20/2024,6461346264,Paid Ads,Mobile,17,0,0
01/21/2024,2155169864,Organic Search,Desktop,25,0,0
01/15/2024,1012545745,Organic Search,Mobile,17,0,0
01/19/2024,9192135450,Paid Ads,Desktop,5,0,0
01/21/2024,3031396460,Direct,Mobile,4,0,0
01/15/2024,3037053267,Organic Search,Mobile,2,0,0
01/18/2024,8963453489,Paid Ads,Desktop,20,0,0
01/16/2024,8874036872,Direct,Mobile,24,0,0
01/21/2024,2883508468,Direct,Mobile,77,1,1
01/21/2024,6999196778,Paid Ads,Mobile,83,1,0
01/19/2024,6488204008,Paid Ads,Mobile,86,1,1
01/17/2024,2222185776,Direct,Desktop,29,0,0
01/18/2024,1127424038,Organic Search,Mobile,86,1,0
01/19/2024,9782579181,Paid Ads,Desktop,21,0,0
01/15/2024,6004512812,Paid Ads,Desktop,24,0,0
01/15/2024,2108845676,Paid Ads,Mobile,102,1,0
01/15/2024,8393328581,Organic Search,Desktop,10,0,0
01/15/2024,4563051439,Organic Search,Mobile,5,0,0
01/17/2024,6397460626,Paid Ads,Desktop,95,1,0
01/18/2024,8732465313,Organic Search,Mobile,78,1,0
01/20/2024,2736196428,Organic Search,Desktop,21,0,0
01/16/2024,3776481994,Paid Ads,Mobile,18,0,0
01/17/2024,7451700622,Paid Ads,Mobile,15,0,0
01/17/2024,5792056520,Organic Search,Desktop,18,0,1
01/20/2024,7571263581,Direct,Desktop,17,0,0
01/20/2024,3984497065,Organic Search,Mobile,92,1,0
01/16/2024,1362462518,Organic Search,Mobile,25,0,1
01/16/2024,9203965796,Paid Ads,Desktop,25,0,0
01/20/2024,1927933566,Organic Search,Desktop,19,0,0
01/15/2024,8953597547,Organic Search,Desktop,21,0,0
01/17/2024,9923286956,Paid Ads,Desktop,19,0,0
01/19/2024,7830224414,Paid Ads,Desktop,94,1,0
01/16/2024,6884329978,Paid Ads,Desktop,11,0,0
01/16/2024,3258347927,Paid Ads,Mobile,101,1,0
01/20/2024,5065806894,Paid Ads,Mobile,105,1,0
01/18/2024,7854719882,Paid Ads,Desktop,21,0,0
01/19/2024,8933403711,Paid Ads,Desktop,79,1,0
01/19/2024,8910141615,Paid Ads,Mobile,3,0,0
01/16/2024,5174816689,Direct,Mobile,23,0,0
01/15/2024,9270549355,Organic Search,Desktop,5,0,1
01/18/2024,6640177926,Organic Search,Mobile,17,0,0
01/19/2024,4588360313,Direct,Mobile,8,0,0
01/16/2024,6904736379,Organic Search,Mobile,19,0,0
01/19/2024,1378823452,Paid Ads,Mobile,81,1,0
01/21/2024,5169305823,Organic Search,Mobile,77,1,1
01/18/2024,3286028685,Organic Search,Mobile,14,0,0
01/18/2024,6355426613,Organic Search,Mobile,2,0,0
01/21/2024,3179465557,Organic Search,Desktop,18,0,0
01/17/2024,4154988130,Paid Ads,Mobile,10,0,0
01/21/2024,7276860690,Paid Ads,Desktop,22,0,0
01/20/2024,1635587079,Paid Ads,Desktop,15,0,0
01/20/2024,3573203297,Organic Search,Mobile,18,0,0
01/16/2024,4203444469,Organic Search,Desktop,7,0,0
01/18/2024,5442977274,Paid Ads,Mobile,10,0,0
01/17/2024,7405592292,Direct,Desktop,11,0,0
01/17/2024,3416828349,Organic Search,Mobile,21,0,0
01/19/2024,8411895761,Paid Ads,Desktop,28,0,0
01/19/2024,7199595611,Paid Ads,Desktop,8,0,0
01/21/2024,1255428423,Paid Ads,Mobile,23,0,0
01/17/2024,2281768161,Paid Ads,Mobile,1,0,0
01/21/2024,9722176837,Paid Ads,Desktop,5,0,0
01/21/2024,6243061948,Paid Ads,Desktop,7,0,0
01/19/2024,7559386506,Paid Ads,Mobile,4,0,1
01/18/2024,8062946069,Paid Ads,Desktop,2,0,0
01/21/2024,4407601373,Direct,Mobile,18,0,1
01/15/2024,9599888414,Paid Ads,Desktop,13,0,0
01/18/2024,2467944227,Organic Search,Mobile,18,0,0
01/17/2024,1296479630,Organic Search,Desktop,20,0,0
01/17/2024,4530148028,Direct,Mobile,17,0,0
01/21/2024,4105903394,Paid Ads,Mobile,87,1,0
01/18/2024,5400187359,Paid Ads,Mobile,20,0,0
01/19/2024,3996840416,Direct,Mobile,14,0,0
01/19/2024,1433539155,Direct,Mobile,5,0,0
01/20/2024,8344866777,Direct,Mobile,23,0,0
01/17/2024,5949217912,Paid Ads,Desktop,10,0,0
01/16/2024,9684539509,Paid Ads,Mobile,7,0,0
01/20/2024,4617353510,Organic Search,Mobile,13,0,0
01/19/2024,1941774493,Direct,Mobile,94,1,0
01/18/2024,1921820562,Organic Search,Mobile,7,0,0
01/19/2024,4262506265,Organic Search,Mobile,99,1,0
01/18/2024,4091480759,Paid Ads,Mobile,11,0,0
01/20/2024,8822990820,Direct,Mobile,17,0,0
01/17/2024,7714274845,Paid Ads,Mobile,17,0,1
01/19/2024,7019163148,Paid Ads,Mobile,7,0,0
01/21/2024,8833067256,Organic Search,Mobile,11,0,0
01/18/2024,8657998173,Organic Search,Mobile,23,0,0
01/17/2024,9142084305,Paid Ads,Mobile,89,1,1
01/16/2024,2461881222,Paid Ads,Desktop,18,0,0
01/18/2024,1355260223,Organic Search,Mobile,31,0,0
01/20/2024,1558044778,Paid Ads,Desktop,86,1,1
01/16/2024,2620549829,Organic Search,Mobile,24,0,0
01/16/2024,5476608983,Paid Ads,Desktop,24,0,0
01/15/2024,4995053884,Organic Search,Desktop,91,1,0
01/19/2024,4760292074,Organic Search,Mobile,3,0,0
01/18/2024,2195888151,Paid Ads,Desktop,21,0,0
01/16/2024,6450176200,Paid Ads,Mobile,14,0,0
01/15/2024,5745114512,Paid Ads,Mobile,10,0,0
01/20/2024,3044265827,Paid Ads,Desktop,16,0,0
01/17/2024,8605444834,Direct,Desktop,22,0,0
01/21/2024,7666087140,Paid Ads,Mobile,81,1,0
01/21/2024,4735604389,Direct,Mobile,19,0,0
01/18/2024,4238504278,Paid Ads,Mobile,110,1,0
01/16/2024,6990338441,Organic Search,Mobile,7,0,0
01/21/2024,3930000412,Direct,Desktop,20,0,0
01/19/2024,4536087089,Organic Search,Mobile,9,0,0
01/21/2024,7630595124,Organic Search,Mobile,16,0,0
01/21/2024,6333872140,Organic Search,Mobile,12,0,0
01/21/2024,8341743953,Paid Ads,Mobile,73,1,0
01/15/2024,4161956738,Direct,Mobile,91,1,0
01/16/2024,6440328564,Direct,Desktop,13,0,0
01/19/2024,8976310731,Direct,Desktop,21,0,0
01/16/2024,6874371305,Paid Ads,Desktop,6,0,0
01/18/2024,7165458310,Organic Search,Mobile,30,0,0
01/18/2024,4174094903,Direct,Desktop,1,0,0
01/18/2024,7745888779,Paid Ads,Desktop,10,0,0
01/20/2024,3603379670,Paid Ads,Desktop,110,1,0
01/21/2024,5949210171,Organic Search,Mobile,17,0,0
01/20/2024,7886085858,Organic Search,Mobile,90,1,0
01/15/2024,7795534852,Direct,Mobile,88,1,0
01/18/2024,2027179126,Paid Ads,Mobile,19,0,0
01/19/2024,8063465290,Direct,Mobile,86,1,0
01/16/2024,9143580601,Paid Ads,Mobile,14,0,0
01/21/2024,6648513530,Paid Ads,Mobile,14,0,0
01/17/2024,3264586696,Paid Ads,Desktop,18,0,0
01/19/2024,9850333854,Direct,Mobile,88,1,1
01/21/2024,8258909465,Organic Search,Mobile,103,1,0
01/20/2024,3135940692,Organic Search,Desktop,13,0,0
01/20/2024,7080136865,Paid Ads,Desktop,26,0,0
01/19/2024,5076229754,Direct,Desktop,21,0,0
01/20/2024,3666782086,Paid Ads,Desktop,21,0,0
01/18/2024,8562811838,Direct,Mobile,7,0,0
01/15/2024,6069383981,Organic Search,Desktop,14,0,0
01/16/2024,7703904771,Paid Ads,Mobile,12,0,0
01/15/2024,3067311111,Organic Search,Mobile,6,0,0
01/21/2024,3264447026,Paid Ads,Mobile,17,0,0
01/16/2024,7539258301,Organic Search,Mobile,10,0,0
01/16/2024,4948738834,Organic Search,Mobile,20,0,0
01/15/2024,5355913094,Paid Ads,Desktop,6,0,1
01/26/2024,5092660560,Direct,Desktop,28,0,0
01/23/2024,4668855145,Paid Ads,Mobile,7,0,0
01/22/2024,8968053341,Organic Search,Mobile,16,0,0
01/23/2024,4588049317,Direct,Desktop,67,1,0
01/24/2024,2619140572,Organic Search,Desktop,21,0,0
01/26/2024,9787746773,Paid Ads,Mobile,105,1,0
01/25/2024,2055734938,Direct,Desktop,10,0,0
01/23/2024,1001901741,Organic Search,Mobile,21,0,0
01/24/2024,1660596149,Paid Ads,Mobile,5,0,0
01/25/2024,3729209666,Paid Ads,Desktop,26,0,0
01/25/2024,9837766754,Direct,Mobile,15,0,0
01/28/2024,7966606865,Organic Search,Mobile,10,0,0
01/23/2024,9170043137,Organic Search,Desktop,12,0,0
01/22/2024,5184896916,Direct,Desktop,21,0,0
01/23/2024,1982235013,Direct,Mobile,75,1,0
01/24/2024,1636419350,Paid Ads,Mobile,10,0,0
01/25/2024,1965896104,Paid Ads,Mobile,87,1,0
01/23/2024,4088768256,Paid Ads,Desktop,9,0,0
01/22/2024,4277525454,Organic Search,Mobile,13,0,0
01/28/2024,2096544135,Paid Ads,Mobile,85,1,0
01/23/2024,9730850861,Organic Search,Desktop,5,0,0
01/26/2024,2975695233,Direct,Mobile,95,1,0
01/28/2024,4121364132,Direct,Mobile,74,1,0
01/22/2024,8837404163,Paid Ads,Mobile,29,0,0
01/24/2024,9784940212,Direct,Desktop,10,0,0
01/25/2024,7643028149,Paid Ads,Mobile,21,0,0
01/23/2024,3535882236,Direct,Mobile,16,0,0
01/22/2024,6850502469,Paid Ads,Desktop,7,0,1
01/28/2024,6156367016,Paid Ads,Mobile,14,0,0
01/26/2024,2878970580,Direct,Mobile,21,0,0
01/22/2024,8437701106,Paid Ads,Mobile,94,1,0
01/27/2024,9143433246,Paid Ads,Mobile,13,0,0
01/26/2024,2085826160,Organic Search,Mobile,110,1,0
01/28/2024,6742219760,Organic Search,Mobile,24,0,0
01/24/2024,3329895221,Organic Search,Mobile,76,1,0
01/25/2024,2635049744,Organic Search,Mobile,23,0,0
01/28/2024,2154687953,Organic Search,Desktop,22,0,0
01/24/2024,2553533712,Paid Ads,Desktop,91,1,1
01/23/2024,3405575525,Paid Ads,Desktop,11,0,0
01/22/2024,4042940094,Paid Ads,Desktop,83,1,0
01/27/2024,2927639934,Direct,Mobile,94,1,0
01/26/2024,6775030584,Organic Search,Desktop,6,0,0
01/26/2024,9812823208,Organic Search,Mobile,10,0,0
01/22/2024,1916517446,Organic Search,Desktop,16,0,0
01/27/2024,2339961169,Direct,Desktop,19,0,1
01/22/2024,7940288801,Paid Ads,Desktop,1,0,0
01/23/2024,1418820854,Organic Search,Desktop,90,1,0
01/24/2024,3322437287,Organic Search,Mobile,14,0,0
01/28/2024,5803888104,Organic Search,Mobile,16,0,0
01/26/2024,8768693848,Paid Ads,Mobile,83,1,0
01/23/2024,6358014963,Direct,Mobile,12,0,0
01/24/2024,6972934197,Direct,Mobile,25,0,0
01/23/2024,2849156100,Organic Search,Desktop,18,0,0
01/27/2024,7895590469,Organic Search,Desktop,25,0,0
01/26/2024,5655398961,Direct,Mobile,13,0,0
01/28/2024,6177159645,Organic Search,Desktop,94,1,0
01/22/2024,8445268871,Paid Ads,Desktop,22,0,1
01/22/2024,7876683740,Organic Search,Desktop,28,0,0
01/24/2024,9337701695,Organic Search,Desktop,25,0,0
01/28/2024,1049309064,Organic Search,Mobile,6,0,0
01/25/2024,5196630729,Organic Search,Desktop,12,0,0
01/27/2024,7647684666,Direct,Desktop,12,0,0
01/24/2024,7680801960,Direct,Mobile,18,0,0
01/25/2024,7795425235,Organic Search,Mobile,20,0,0
01/23/2024,7514563169,Paid Ads,Desktop,8,0,0
01/27/2024,8257544870,Direct,Mobile,15,0,0
01/23/2024,4975087599,Direct,Desktop,1,0,1
01/28/2024,8283394708,Paid Ads,Desktop,26,0,0
01/26/2024,8317732246,Direct,Mobile,10,0,0
01/27/2024,3886458719,Direct,Mobile,15,0,0
01/25/2024,1747675075,Organic Search,Desktop,12,0,0
01/26/2024,7223771609,Organic Search,Mobile,108,1,0
01/22/2024,9328186803,Paid Ads,Mobile,88,1,1
01/25/2024,6899372957,Paid Ads,Mobile,24,0,0
01/24/2024,2656197420,Paid Ads,Mobile,1,0,0
01/22/2024,1946970249,Direct,Desktop,14,0,0
01/22/2024,8470701471,Paid Ads,Mobile,14,0,0
01/24/2024,8485376283,Paid Ads,Desktop,11,0,0
01/27/2024,9952005972,Paid Ads,Mobile,28,0,0
01/22/2024,2882849179,Organic Search,Mobile,97,1,0
01/28/2024,3348814378,Direct,Desktop,77,1,1
01/25/2024,8305170865,Paid Ads,Desktop,7,0,0
01/26/2024,9804762735,Paid Ads,Mobile,80,1,0
01/22/2024,1067917165,Organic Search,Mobile,21,0,0
01/25/2024,2824379826,Organic Search,Mobile,17,0,0
01/23/2024,6893555806,Paid Ads,Mobile,25,0,0
01/25/2024,6941160574,Organic Search,Desktop,9,0,0
01/26/2024,7001994115,Paid Ads,Mobile,94,1,0
01/25/2024,2088160759,Paid Ads,Mobile,9,0,0
01/24/2024,7131047120,Organic Search,Mobile,23,0,0
01/26/2024,8729733226,Organic Search,Desktop,18,0,0
01/27/2024,4715977148,Direct,Desktop,2,0,0
01/23/2024,1150357841,Paid Ads,Mobile,10,0,0
01/24/2024,4752611386,Organic Search,Desktop,18,0,0
01/27/2024,4367200079,Organic Search,Mobile,21,0,0
01/25/2024,8666936319,Paid Ads,Mobile,9,0,0
01/26/2024,3016596843,Organic Search,Desktop,104,1,0
01/23/2024,5344327078,Paid Ads,Desktop,1,0,0
01/24/2024,4968665190,Direct,Desktop,19,0,0
01/27/2024,4378087921,Paid Ads,Mobile,5,0,0
01/27/2024,4207381233,Organic Search,Mobile,1,0,0
01/23/2024,1034206848,Paid Ads,Desktop,1,0,0
01/28/2024,9919082873,Direct,Mobile,93,1,0
01/25/2024,6899224241,Organic Search,Mobile,21,0,0
01/23/2024,2368415088,Organic Search,Mobile,16,0,0
01/27/2024,1333464582,Paid Ads,Desktop,13,0,0
01/22/2024,8707257093,Organic Search,Mobile,26,0,0
01/24/2024,2480824907,Paid Ads,Mobile,20,0,0
01/23/2024,6566032328,Direct,Desktop,27,0,0
01/28/2024,2765633622,Paid Ads,Mobile,3,0,0
01/27/2024,6947686259,Paid Ads,Mobile,14,0,0
01/25/2024,7579413477,Paid Ads,Mobile,2,0,0
01/27/2024,6569656414,Organic Search,Mobile,13,0,0
01/25/2024,2482751389,Organic Search,Mobile,86,1,0
01/23/2024,9081678835,Paid Ads,Mobile,89,1,0
01/25/2024,8020722158,Direct,Desktop,13,0,0
01/26/2024,6011930791,Organic Search,Mobile,20,0,0
01/26/2024,2781276809,Organic Search,Desktop,77,1,0
01/26/2024,7063912871,Organic Search,Mobile,15,0,0
01/28/2024,6701793122,Organic Search,Mobile,19,0,0
01/28/2024,5390064220,Organic Search,Mobile,96,1,0
01/22/2024,3129031412,Paid Ads,Mobile,20,0,0
01/28/2024,7495213584,Paid Ads,Desktop,32,0,1
01/23/2024,3915843523,Direct,Mobile,12,0,0
01/27/2024,4334996160,Direct,Mobile,7,0,0
01/27/2024,4682113706,Paid Ads,Desktop,16,0,1
01/22/2024,2752857986,Paid Ads,Desktop,8,0,0
01/28/2024,4140980533,Organic Search,Desktop,26,0,0
01/25/2024,4754534485,Organic Search,Mobile,12,0,0
01/22/2024,7487813533,Paid Ads,Desktop,10,0,0
01/25/2024,3080243471,Paid Ads,Mobile,11,0,0
01/25/2024,2759816622,Organic Search,Mobile,20,0,0
01/24/2024,7353373701,Organic Search,Mobile,13,0,0
01/27/2024,5216400944,Paid Ads,Mobile,98,1,1
01/26/2024,7499866957,Paid Ads,Mobile,85,1,0
01/28/2024,9773920489,Paid Ads,Mobile,9,0,0
01/25/2024,9890597379,Organic Search,Desktop,28,0,0
01/24/2024,6903348356,Paid Ads,Mobile,8,0,0
01/27/2024,8912727807,Paid Ads,Mobile,15,0,0
01/26/2024,1445296120,Direct,Mobile,20,0,0
01/25/2024,3495440804,Paid Ads,Desktop,1,0,0
01/25/2024,3237992303,Organic Search,Mobile,18,0,0
01/22/2024,8552708083,Paid Ads,Mobile,6,0,0
01/22/2024,1890098898,Paid Ads,Desktop,21,0,0
01/27/2024,2490193278,Paid Ads,Desktop,7,0,0
01/26/2024,2109093775,Organic Search,Mobile,20,0,0
01/25/2024,8551700542,Direct,Desktop,23,0,0
01/27/2024,7077255100,Direct,Desktop,21,0,0
01/27/2024,6953735184,Paid Ads,Desktop,17,0,0
01/23/2024,3511130330,Organic Search,Mobile,13,0,0
01/28/2024,7231036695,Paid Ads,Desktop,10,0,0
01/22/2024,7585264633,Paid Ads,Mobile,85,1,0
01/26/2024,6261514812,Direct,Mobile,26,0,0
01/25/2024,4547289568,Paid Ads,Mobile,92,1,0
01/27/2024,3811954075,Paid Ads,Mobile,9,0,0
01/25/2024,8673853911,Paid Ads,Mobile,6,0,0
01/23/2024,2992822437,Paid Ads,Desktop,20,0,0
01/26/2024,4815924319,Paid Ads,Mobile,85,1,0
01/27/2024,8661244080,Organic Search,Mobile,8,0,0
01/25/2024,2874407879,Organic Search,Mobile,7,0,0
01/22/2024,8507623176,Direct,Mobile,3,0,0
01/28/2024,5319528386,Direct,Desktop,11,0,0
01/23/2024,2366248205,Paid Ads,Mobile,89,1,0
01/26/2024,9648769438,Paid Ads,Mobile,14,0,0
01/23/2024,9657549910,Paid Ads,Mobile,16,0,0
01/22/2024,9231748504,Organic Search,Mobile,22,0,0
01/26/2024,9612896185,Paid Ads,Mobile,19,0,0
01/23/2024,6972554066,Organic Search,Desktop,13,0,0
01/24/2024,3741573149,Organic Search,Desktop,13,0,0
01/22/2024,6890487265,Organic Search,Mobile,19,0,0
01/22/2024,2980696745,Organic Search,Desktop,25,0,0
01/22/2024,6851597979,Paid Ads,Desktop,110,1,0
01/24/2024,3712888235,Direct,Desktop,16,0,0
01/24/2024,3767061562,Direct,Mobile,11,0,0
01/25/2024,7677332886,Paid Ads,Mobile,7,0,0
01/27/2024,5074826158,Direct,Mobile,3,0,0
01/28/2024,8240028692,Organic Search,Desktop,20,0,0
01/23/2024,9081477644,Direct,Desktop,19,0,0
01/25/2024,4581109169,Direct,Mobile,19,0,0
01/23/2024,8475668555,Organic Search,Mobile,87,1,1
01/28/2024,9227749585,Paid Ads,Desktop,13,0,0
01/27/2024,5192691130,Paid Ads,Desktop,26,0,0
01/24/2024,8263699409,Organic Search,Desktop,11,0,0
01/27/2024,3874658577,Organic Search,Desktop,22,0,0
01/24/2024,7082610247,Paid Ads,Mobile,86,1,0
01/28/2024,9342473432,Paid Ads,Mobile,14,0,0
01/27/2024,3275822676,Direct,Desktop,83,1,0
01/25/2024,8003291840,Direct,Mobile,10,0,0
01/26/2024,2519115683,Organic Search,Mobile,19,0,1
01/25/2024,1730640154,Paid Ads,Desktop,97,1,1
01/23/2024,8856844830,Paid Ads,Mobile,88,1,0
01/25/2024,8647429898,Paid Ads,Desktop,18,0,0
01/28/2024,9603424684,Direct,Mobile,83,1,1
01/22/2024,2897286720,Paid Ads,Desktop,17,0,0
01/23/2024,6505800372,Organic Search,Mobile,103,1,0
01/27/2024,2490621529,Paid Ads,Mobile,15,0,0
01/23/2024,4286338592,Organic Search,Desktop,14,0,0
01/26/2024,7317327181,Organic Search,Mobile,34,0,0
01/24/2024,3206972128,Direct,Desktop,24,0,1
01/27/2024,4822021484,Paid Ads,Desktop,20,0,0
01/23/2024,3191070597,Paid Ads,Mobile,15,0,0
01/27/2024,9029896973,Paid Ads,Mobile,23,0,0
01/27/2024,5860415167,Direct,Mobile,19,0,0
01/27/2024,8963989442,Direct,Mobile,15,0,0
01/24/2024,9174142160,Organic Search,Desktop,12,0,0
01/28/2024,3476538277,Organic Search,Desktop,14,0,0
01/25/2024,6380728351,Organic Search,Desktop,1,0,0
01/27/2024,9540635443,Paid Ads,Desktop,104,1,0
01/22/2024,2085106463,Direct,Mobile,16,0,0
01/28/2024,7536738388,Organic Search,Desktop,11,0,1
01/26/2024,3677816877,Paid Ads,Desktop,27,0,0
01/24/2024,1996671825,Organic Search,Desktop,15,0,0
01/23/2024,3380861312,Paid Ads,Desktop,5,0,0
01/24/2024,6313238344,Paid Ads,Mobile,14,0,0
01/23/2024,5057308439,Organic Search,Desktop,6,0,0
01/24/2024,8670006895,Paid Ads,Mobile,18,0,0
01/23/2024,4317932187,Organic Search,Mobile,17,0,0
